"","ip","date","time","cik","accession","extention","size","frequencyCounter","cikDownloaded","LM"
"906","115.108.68.fca","2011-02-11",1297387184,915354,"0001221585-06-000015","hldsfy06firstqtr10-q.htm",140113,49,37,"human"
"907","122.165.218.cic","2011-02-11",1297387036,726728,"0000726728-11-000013","ri10k_2010yt.htm",12753497,29,21,"human"
"908","98.207.222.jdi","2011-02-11",1297386873,1108320,"0001193125-10-259031","d424b3.htm",698431,5,1,"human"
"909","122.165.218.cic","2011-02-11",1297386846,1477032,"0001213900-11-000674","f10k2010_triangecast.htm",774842,29,21,"human"
"910","98.207.222.jdi","2011-02-11",1297386702,1108320,"0001325533-11-000004","smtx2011010613da5.htm",78171,5,1,"human"
"911","98.207.222.jdi","2011-02-11",1297386588,1108320,"0001181431-11-004537","xslF345X03/rrd298287.xml",19377,5,1,"human"
"912","124.247.238.jbf","2011-02-11",1297386387,723612,"0001193125-10-265312","ds4.htm",1075375,562,150,"robot"
"913","67.170.199.aea","2011-02-11",1297386321,1082463,"0000950123-11-011787",".txt",248462,2,2,"human"
"914","124.247.238.jbf","2011-02-11",1297386293,723612,"0001193125-10-286754","ds4a.htm",309448,562,150,"robot"
"915","71.109.153.afh","2011-02-11",1297386171,1080034,"0001179110-10-012531","xslF345X03/edgar.xml",17708,13,1,"human"
"916","71.109.153.afh","2011-02-11",1297386127,1080034,"0001299933-10-003916","exhibit1.htm",179087,13,1,"human"
"917","120.28.235.bch","2011-02-11",1297386125,1430725,"0001193125-10-211336","d20fa.htm",1644515,67,24,"robot"
"918","71.109.153.afh","2011-02-11",1297386110,1080034,"0001299933-10-003916","htm_39565.htm",14638,13,1,"human"
"919","71.109.153.afh","2011-02-11",1297386076,1080034,"0001179110-10-017056","xslF345X03/edgar.xml",17398,13,1,"human"
"920","71.109.153.afh","2011-02-11",1297386052,1080034,"0001179110-10-017059","xslF345X03/edgar.xml",18526,13,1,"human"
"921","76.27.197.afh","2011-02-11",1297386045,5272,"0000950123-11-010653","y89586e8vk.htm",16156,2,2,"human"
"922","71.109.153.afh","2011-02-11",1297386035,1080034,"0001179110-10-017219","xslF345X03/edgar.xml",22497,13,1,"human"
"923","71.109.153.afh","2011-02-11",1297386005,1080034,"0001179110-11-001081","xslF345X03/edgar.xml",18367,13,1,"human"
"924","68.146.114.eaj","2011-02-11",1297385930,12927,"0001193125-11-028490","d10k.htm",2075039,1,1,"human"
"925","120.28.235.bch","2011-02-11",1297385897,1430725,"0001193125-10-123410","d20f.htm",1646277,67,24,"robot"
"926","120.28.235.bch","2011-02-11",1297385861,1430725,"0001193125-10-258974","d6k.htm",1279282,67,24,"robot"
"927","122.165.218.cic","2011-02-11",1297385847,753772,"0001179350-11-000015","form10k_2010finalfiling.htm",1513671,29,21,"human"
"928","71.109.153.afh","2011-02-11",1297385841,1080034,"0001179110-10-017219","xslF345X03/edgar.xml",22497,13,1,"human"
"929","68.145.161.aah","2011-02-11",1297385833,216105,"0000876661-11-000018","xslF25X02/primary_doc.xml",9822,1,1,"human"
"930","71.109.153.afh","2011-02-11",1297385799,1080034,"0001179110-11-001546","xslF345X03/edgar.xml",19174,13,1,"human"
"931","71.109.153.afh","2011-02-11",1297385691,1080034,"0001104659-10-056836",".txt",4789664,13,1,"human"
"932","120.28.235.bch","2011-02-11",1297385682,1288136,"0001288136-11-000006","gsl020411.txt",12286,67,24,"robot"
"933","122.165.218.cic","2011-02-11",1297385543,1097718,"0001161697-10-001213","iceweb_10-k.htm",1132370,29,21,"human"
"934","209.66.120.ggf","2011-02-11",1297385480,858877,"0001193125-10-213400","d10k.htm",407800,3,2,"human"
"935","209.66.120.ggf","2011-02-11",1297385462,858877,"0001193125-10-213400","dex131.htm",1670400,3,2,"human"
"936","115.108.68.fca","2011-02-11",1297385412,946090,"0001047469-10-000654","a2196395zs-1a.htm",720006,49,37,"human"
"937","122.165.218.cic","2011-02-11",1297385275,72207,"0001140361-11-007888","form10k.htm",5374849,29,21,"human"
"938","71.109.153.afh","2011-02-11",1297385266,1080034,"0001086364-11-003991",".txt",13466,13,1,"human"
"939","71.109.153.afh","2011-02-11",1297385153,1080034,"0001086364-11-003991","valueclickinc123110.txt",11264,13,1,"human"
"940","122.165.218.cic","2011-02-11",1297385137,815556,"0001193125-11-029081","dex31.htm",17990,29,21,"human"
"941","120.28.235.bch","2011-02-11",1297385117,1012881,"0001086364-11-002863","extendicarereale123110.txt",11271,67,24,"robot"
"942","71.178.9.abh","2011-02-11",1297384845,858877,"0001193125-10-266844","d10q.htm",1453369,5,2,"human"
"943","122.165.218.cic","2011-02-11",1297384751,815556,"0001193125-11-029081","d10k.htm",1348822,29,21,"human"
"944","124.247.238.jbf","2011-02-11",1297384632,1385152,"0001385152-10-000025","filename1.htm",5116,562,150,"robot"
"945","122.165.218.cic","2011-02-11",1297384606,717605,"0001104659-11-006385","a11-2093_110k.htm",2803436,29,21,"human"
"946","124.247.238.jbf","2011-02-11",1297384558,1412126,"0000930413-10-005282","filename6.htm",51190,562,150,"robot"
"947","120.28.235.bch","2011-02-11",1297384407,912365,"0001017951-10-000209","q_0910.htm",1878215,67,24,"robot"
"948","124.247.238.jbf","2011-02-11",1297384391,890926,"0001193125-10-046168","d10k.htm",4534338,562,150,"robot"
"949","124.247.238.jbf","2011-02-11",1297384335,886835,"0000950123-10-017930","h69807e10vk.htm",1284848,562,150,"robot"
"950","124.247.238.jbf","2011-02-11",1297384241,860518,"0001144204-10-054531","v199451_10k.htm",1954465,562,150,"robot"
"951","122.165.218.cic","2011-02-11",1297384225,1053706,"0001047469-11-000743","a2201800z10-k.htm",1335357,29,21,"human"
"952","120.28.235.bch","2011-02-11",1297384215,912365,"0000950123-11-009083","k50016sc13g.htm",77870,67,24,"robot"
"953","124.247.238.jbf","2011-02-11",1297384197,1164099,"0000000000-10-006371","filename1.pdf",75079,562,150,"robot"
"954","124.247.238.jbf","2011-02-11",1297384180,838879,"0000950123-10-088826","a56395e10vkza.htm",987043,562,150,"robot"
"955","124.247.238.jbf","2011-02-11",1297384177,838879,"0000950123-10-088826","a56395exv23w1.htm",2183,562,150,"robot"
"956","124.247.238.jbf","2011-02-11",1297384141,838879,"0000950123-10-035261","a55789e10vk.htm",1302491,562,150,"robot"
"957","124.247.238.jbf","2011-02-11",1297384064,827054,"0001140361-10-023724","form10_k.htm",2178302,562,150,"robot"
"958","124.247.238.jbf","2011-02-11",1297384057,827054,"0001140361-10-023724","ex23_1.htm",3881,562,150,"robot"
"959","124.247.238.jbf","2011-02-11",1297383996,723612,"0001193125-10-037872","d10k.htm",2378397,562,150,"robot"
"960","124.247.238.jbf","2011-02-11",1297383990,723612,"0001193125-10-037872","dex23.htm",2271,562,150,"robot"
"961","122.165.218.cic","2011-02-11",1297383942,1109448,"0001140361-11-007862","form10k.htm",4811304,29,21,"human"
"962","124.247.238.jbf","2011-02-11",1297383842,13547,"0001144204-10-012959","v176957_10k.htm",1379114,562,150,"robot"
"963","71.178.9.abh","2011-02-11",1297383800,100493,"0000100493-02-000026","form10k_92802.htm",652522,5,2,"human"
"964","124.247.238.jbf","2011-02-11",1297383696,723612,"0001193125-10-286754",".txt",336110,562,150,"robot"
"965","71.178.9.abh","2011-02-11",1297383682,100493,"0000100493-05-000077","form10k_100105.htm",2150552,5,2,"human"
"966","122.165.218.cic","2011-02-11",1297383620,825313,"0001140361-11-007854","form10k.htm",5343212,29,21,"human"
"967","71.178.9.abh","2011-02-11",1297383595,100493,"0001193125-10-265708","d10k.htm",2730403,5,2,"human"
"968","122.165.218.cic","2011-02-11",1297383478,1053706,"0001047469-11-000743","a2201800z10-k.htm",1335357,29,21,"human"
"969","124.247.238.jbf","2011-02-11",1297383417,1412126,"0000930413-10-006207",".txt",790771,562,150,"robot"
"970","75.9.64.idd","2011-02-11",1297383358,868267,"0000868267-10-000002","form10k.txt",66512,9,2,"human"
"971","124.247.238.jbf","2011-02-11",1297383357,1412126,"0000930413-10-005911",".txt",991685,562,150,"robot"
"972","75.9.64.idd","2011-02-11",1297383326,868267,"0000868267-10-000010",".txt",12430,9,2,"human"
"973","75.9.64.idd","2011-02-11",1297383319,868267,"0000868267-10-000010","ex32.txt",1562,9,2,"human"
"974","75.9.64.idd","2011-02-11",1297383308,868267,"0000868267-10-000010","ex31.txt",3937,9,2,"human"
"975","75.9.64.idd","2011-02-11",1297383297,868267,"0000868267-10-000010","form10ka.txt",5321,9,2,"human"
"976","122.165.218.cic","2011-02-11",1297383289,914475,"0001193125-11-030707","d10k.htm",1061871,29,21,"human"
"977","71.178.9.abh","2011-02-11",1297383138,100493,"0000100493-08-000060","form10k_09272008.htm",3376625,5,2,"human"
"978","124.247.238.jbf","2011-02-11",1297383093,1412126,"0000930413-10-004392",".txt",218933,562,150,"robot"
"979","124.247.238.jbf","2011-02-11",1297383074,1412126,"0000930413-10-005282",".txt",1084810,562,150,"robot"
"980","122.165.218.cic","2011-02-11",1297383063,812074,"0001047469-11-000741","a2201749z10-k.htm",4285618,29,21,"human"
"981","124.247.238.jbf","2011-02-11",1297382991,838879,"0001144204-10-044940",".txt",1281353,562,150,"robot"
"982","124.247.238.jbf","2011-02-11",1297382978,838879,"0000950123-10-052448",".txt",389354,562,150,"robot"
"983","122.165.218.cic","2011-02-11",1297382971,812233,"0001104659-11-006372","a10-24335_110k.htm",7825687,29,21,"human"
"984","75.9.64.idd","2011-02-11",1297382967,868267,"0000868267-10-000013","form10q.txt",52709,9,2,"human"
"985","124.247.238.jbf","2011-02-11",1297382965,838879,"0001121781-10-000203",".txt",3375999,562,150,"robot"
"986","124.247.238.jbf","2011-02-11",1297382953,838879,"0001121781-09-000531",".txt",1170109,562,150,"robot"
"987","124.247.238.jbf","2011-02-11",1297382941,838879,"0000892569-09-000401",".txt",1158894,562,150,"robot"
"988","124.247.238.jbf","2011-02-11",1297382929,1412126,"0000930413-10-004791",".txt",383524,562,150,"robot"
"989","122.165.218.cic","2011-02-11",1297382802,1098277,"0001193125-11-030687","d10k.htm",1353510,29,21,"human"
"990","124.247.238.jbf","2011-02-11",1297382747,838879,"0000950123-10-082697",".txt",418703,562,150,"robot"
"991","124.247.238.jbf","2011-02-11",1297382720,723612,"0001193125-10-265312",".txt",1288402,562,150,"robot"
"992","124.247.238.jbf","2011-02-11",1297382693,1063561,"0001047469-10-009069",".txt",1693509,562,150,"robot"
"993","124.247.238.jbf","2011-02-11",1297382683,1063561,"0001104659-10-055022",".txt",1497322,562,150,"robot"
"994","124.247.238.jbf","2011-02-11",1297382666,1063561,"0001047469-10-009069",".txt",1693509,562,150,"robot"
"995","75.9.64.idd","2011-02-11",1297382659,805928,"0000950123-10-105631","c61301e10vq.htm",144016,9,2,"human"
"996","75.9.64.idd","2011-02-11",1297382648,805928,"0000950123-10-086662","c06053e8vk.htm",8698,9,2,"human"
"997","75.9.64.idd","2011-02-11",1297382629,805928,"0000950123-10-088823","c06289e8vk.htm",24303,9,2,"human"
"998","122.165.218.cic","2011-02-11",1297382623,18647,"0001061393-11-000021","form10k.htm",6494114,29,21,"human"
"999","124.247.238.jbf","2011-02-11",1297382592,838879,"0001144204-10-044940",".txt",1281353,562,150,"robot"
"1000","124.247.238.jbf","2011-02-11",1297382570,1328571,"0001193125-10-056939",".txt",1095293,562,150,"robot"
"1001","122.165.218.cic","2011-02-11",1297382555,812074,"0001047469-11-000741","a2201749z10-k.htm",4285618,29,21,"human"
"1002","124.247.238.jbf","2011-02-11",1297382501,1328571,"0001193125-10-042473",".txt",1841301,562,150,"robot"
"1003","124.247.238.jbf","2011-02-11",1297382468,838879,"0000950123-10-069826",".txt",398228,562,150,"robot"
"1004","124.247.238.jbf","2011-02-11",1297382462,1063561,"0001047469-10-008374",".txt",1619618,562,150,"robot"
"1005","124.247.238.jbf","2011-02-11",1297382451,1063561,"0001104659-10-050737",".txt",981783,562,150,"robot"
"1006","124.247.238.jbf","2011-02-11",1297382443,838879,"0000950123-10-069826",".txt",398228,562,150,"robot"
"1007","115.108.68.fca","2011-02-11",1297382432,1478132,"0001478132-10-000001","forms1selga022610.htm",375898,49,37,"human"
"1008","120.28.235.bch","2011-02-11",1297382403,783005,"0000950123-10-116562","c10223e8vk.htm",6612,67,24,"robot"
"1009","122.165.218.cic","2011-02-11",1297382390,1183186,"0001193125-11-030641","d10k.htm",1951598,29,21,"human"
"1010","124.247.238.jbf","2011-02-11",1297382356,838879,"0001121781-10-000203",".txt",3375999,562,150,"robot"
"1011","120.28.235.bch","2011-02-11",1297382341,783005,"0001193125-11-024450","dsc13da.htm",79040,67,24,"robot"
"1012","124.247.238.jbf","2011-02-11",1297382305,838879,"0000950123-10-052448",".txt",389354,562,150,"robot"
"1013","124.247.238.jbf","2011-02-11",1297382297,924940,"0001193125-10-210713",".txt",1176589,562,150,"robot"
"1014","122.165.218.cic","2011-02-11",1297382292,851205,"0000950123-11-011782","b83539e10vk.htm",1282366,29,21,"human"
"1015","124.247.238.jbf","2011-02-11",1297382275,838879,"0000950123-10-065293",".txt",397141,562,150,"robot"
"1016","122.165.218.cic","2011-02-11",1297382125,24741,"0001193125-11-030621","d10k.htm",3666128,29,21,"human"
"1017","122.165.218.cic","2011-02-11",1297381676,731766,"0001193125-11-030615","d10k.htm",1897841,29,21,"human"
"1018","67.170.199.aea","2011-02-11",1297381631,1177206,"0001177206-11-000001",".txt",179593,2,2,"human"
"1019","115.108.68.fca","2011-02-11",1297381622,1437557,"0001213900-10-003576","fs10810_recoveryengy.htm",2324920,49,37,"human"
"1020","122.165.218.cic","2011-02-11",1297381622,1038074,"0001047469-11-000733","a2201799z10-k.htm",1361819,29,21,"human"
"1021","124.247.238.jbf","2011-02-11",1297381459,1196298,"0001144204-10-052077",".txt",504207,562,150,"robot"
"1022","124.247.238.jbf","2011-02-11",1297381445,919745,"0001193125-10-211462",".txt",1554408,562,150,"robot"
"1023","115.108.68.fca","2011-02-11",1297381362,1497421,"0001294606-10-000079","eurasias1a3.htm",254825,49,37,"human"
"1024","122.165.218.cic","2011-02-11",1297381345,18647,"0001061393-11-000021","form10k.htm",6494114,29,21,"human"
"1025","124.247.238.jbf","2011-02-11",1297381335,908259,"0000950123-10-099544",".txt",167141,562,150,"robot"
"1026","124.247.238.jbf","2011-02-11",1297381329,908259,"0000950123-10-099544",".txt",167141,562,150,"robot"
"1027","115.108.68.fca","2011-02-11",1297381328,1433551,"0001213900-10-003062","fs1a3_sinogreen.htm",2143605,49,37,"human"
"1028","124.247.238.jbf","2011-02-11",1297381298,838879,"0000950123-10-052448",".txt",389354,562,150,"robot"
"1029","124.247.238.jbf","2011-02-11",1297381274,838879,"0001121781-10-000203",".txt",3375999,562,150,"robot"
"1030","124.247.238.jbf","2011-02-11",1297381269,838879,"0001121781-10-000203",".txt",3375999,562,150,"robot"
"1031","124.247.238.jbf","2011-02-11",1297381243,838879,"0000950123-10-059747",".txt",436647,562,150,"robot"
"1032","124.247.238.jbf","2011-02-11",1297381207,899723,"0000950123-10-073291",".txt",3356957,562,150,"robot"
"1033","124.247.238.jbf","2011-02-11",1297381197,899723,"0000950123-10-045319",".txt",485827,562,150,"robot"
"1034","124.247.238.jbf","2011-02-11",1297381179,899723,"0000950123-10-100689",".txt",3531063,562,150,"robot"
"1035","115.108.68.fca","2011-02-11",1297381167,1435717,"0001264931-10-000038","forms1.htm",2022271,49,37,"human"
"1036","124.247.238.jbf","2011-02-11",1297381160,899723,"0000950123-10-017038",".txt",2147133,562,150,"robot"
"1037","124.247.238.jbf","2011-02-11",1297381156,899723,"0000950123-10-017038",".txt",2147133,562,150,"robot"
"1038","124.247.238.jbf","2011-02-11",1297381150,1164099,"0000950123-10-065786",".txt",7291523,562,150,"robot"
"1039","115.108.68.fca","2011-02-11",1297381031,1097430,"0001213900-10-002688","fs12010_intlmonetary.htm",755599,49,37,"human"
"1040","124.247.238.jbf","2011-02-11",1297381023,1164099,"0000950123-10-008314",".txt",1590494,562,150,"robot"
"1041","24.9.209.jje","2011-02-11",1297380933,106444,"0000932471-06-000697","fixedincomefinal.htm",2749570,7,1,"human"
"1042","122.165.218.cic","2011-02-11",1297380912,844143,"0001047469-11-000740","a2201829z10-k.htm",1317804,29,21,"human"
"1043","24.9.209.jje","2011-02-11",1297380899,106444,"0000932471-10-001680","fixedincomesecuritiesfinal.htm",11134391,7,1,"human"
"1044","124.247.238.jbf","2011-02-11",1297380856,1164099,"0000950123-09-005840",".txt",4605695,562,150,"robot"
"1045","124.247.238.jbf","2011-02-11",1297380854,838879,"0001121781-09-000531",".txt",1170109,562,150,"robot"
"1046","124.247.238.jbf","2011-02-11",1297380847,1164099,"0000950123-09-005840",".txt",4605695,562,150,"robot"
"1047","124.247.238.jbf","2011-02-11",1297380843,890926,"0001193125-09-077905",".txt",1056767,562,150,"robot"
"1048","124.247.238.jbf","2011-02-11",1297380833,838879,"0000892569-09-000401",".txt",1158894,562,150,"robot"
"1049","124.247.238.jbf","2011-02-11",1297380813,890926,"0001193125-09-170839",".txt",2253764,562,150,"robot"
"1050","124.247.238.jbf","2011-02-11",1297380808,890926,"0001193125-09-170839",".txt",2253764,562,150,"robot"
"1051","124.247.238.jbf","2011-02-11",1297380805,838879,"0001121781-10-000041",".txt",713652,562,150,"robot"
"1052","124.247.238.jbf","2011-02-11",1297380790,890926,"0001193125-09-048930",".txt",4823655,562,150,"robot"
"1053","124.247.238.jbf","2011-02-11",1297380785,890926,"0001193125-09-048930",".txt",4823655,562,150,"robot"
"1054","124.247.238.jbf","2011-02-11",1297380740,890926,"0001193125-10-046168",".txt",5001769,562,150,"robot"
"1055","122.165.218.cic","2011-02-11",1297380655,731766,"0001193125-11-030615","d10k.htm",1897841,29,21,"human"
"1056","124.247.238.jbf","2011-02-11",1297380520,886835,"0000950123-10-017930",".txt",1569215,562,150,"robot"
"1057","124.247.238.jbf","2011-02-11",1297380392,13547,"0001144204-10-042682",".txt",544353,562,150,"robot"
"1058","124.247.238.jbf","2011-02-11",1297380352,13547,"0001144204-10-012959",".txt",1415533,562,150,"robot"
"1059","122.165.218.cic","2011-02-11",1297380254,1038074,"0001047469-11-000733","a2201799z10-k.htm",1361819,29,21,"human"
"1060","124.247.238.jbf","2011-02-11",1297380185,860518,"0001385152-10-000030","prec14a_10182010.htm",489566,562,150,"robot"
"1061","124.247.238.jbf","2011-02-11",1297380098,838879,"0000950123-09-017375",".txt",774191,562,150,"robot"
"1062","124.247.238.jbf","2011-02-11",1297379924,838879,"0001121781-09-000557","rpcs3a162436121009.htm",443839,562,150,"robot"
"1063","124.247.238.jbf","2011-02-11",1297379532,1164099,"0000000000-10-069006","filename1.pdf",52245,562,150,"robot"
"1064","124.247.238.jbf","2011-02-11",1297379435,1412126,"0000000000-10-058982","filename1.pdf",57299,562,150,"robot"
"1065","124.247.238.jbf","2011-02-11",1297379334,838879,"0000000000-10-067253","filename1.pdf",35752,562,150,"robot"
"1066","124.247.238.jbf","2011-02-11",1297379266,838879,"0000950123-10-102730","filename1.htm",12087,562,150,"robot"
"1067","124.247.238.jbf","2011-02-11",1297379154,1412126,"0000000000-10-066200","filename1.pdf",41291,562,150,"robot"
"1068","124.247.238.jbf","2011-02-11",1297379012,838879,"0001144204-10-057364","filename1.htm",834116,562,150,"robot"
"1069","124.247.238.jbf","2011-02-11",1297379010,838879,"0000000000-10-063565","filename1.pdf",48058,562,150,"robot"
