"","ip","date","time","cik","accession","extention","size","frequencyCounter","cikDownloaded","LM"
"450","70.81.129.ggf","2011-02-11",1297434410,1364326,"0001062993-11-000510","form8k.htm",50253,6,1,"human"
"451","192.88.158.eff","2011-02-11",1297434409,1392522,"0001193125-11-032368","dex1053.htm",28762,14,2,"human"
"452","192.88.158.eff","2011-02-11",1297434389,1392522,"0001193125-11-032381","dex231.htm",2078,14,2,"human"
"453","192.88.158.eff","2011-02-11",1297434376,1392522,"0001193125-11-032381","dex211.htm",6998,14,2,"human"
"454","192.88.158.eff","2011-02-11",1297434337,1392522,"0001193125-11-032381","ds1.htm",3359840,14,2,"human"
"455","67.111.227.bji","2011-02-11",1297434309,1158041,"0000950123-10-031156","o59368exv1.htm",759577,13,2,"human"
"456","67.111.227.bji","2011-02-11",1297434294,1158041,"0000950123-10-031156","o59368e40vf.htm",59532,13,2,"human"
"457","78.34.157.ihh","2011-02-11",1297434160,716006,"0001193125-10-124767","ddefa14a.htm",39206,3,1,"human"
"458","78.34.157.ihh","2011-02-11",1297434083,716006,"0001193125-10-124763","ddef14a.htm",1118250,3,1,"human"
"459","67.111.227.bji","2011-02-11",1297433968,1158041,"0000950123-10-114593","x64938fv10za.htm",1036459,13,2,"human"
"460","67.111.227.bji","2011-02-11",1297433952,1158041,"0000950123-10-114229","c09808exv99w1.htm",1089954,13,2,"human"
"461","24.145.213.beh","2011-02-11",1297433836,1383312,"0001225208-11-005356","xslF345X03/doc4.xml",17021,232,175,"robot"
"462","24.145.213.beh","2011-02-11",1297433812,846617,"0001140361-11-007688","xslF345X03/doc1.xml",18249,232,175,"robot"
"463","24.145.213.beh","2011-02-11",1297433802,1037540,"0001246991-11-000076","xslF345X03/edgar.xml",23328,232,175,"robot"
"464","24.145.213.beh","2011-02-11",1297433781,1038205,"0001181431-11-009034","xslF345X03/rrd300893.xml",28464,232,175,"robot"
"465","24.145.213.beh","2011-02-11",1297433772,946454,"0001104659-11-006419","xslF345X03/a4.xml",17241,232,175,"robot"
"466","24.145.213.beh","2011-02-11",1297433739,1028153,"0001144204-11-007098","xslF345X03/v210691_ex.xml",18139,232,175,"robot"
"467","24.145.213.beh","2011-02-11",1297433730,1303900,"0001140361-11-007784","xslF345X03/doc1.xml",24245,232,175,"robot"
"468","24.145.213.beh","2011-02-11",1297433713,896841,"0001443537-11-000002","xslF345X03/edgar.xml",17266,232,175,"robot"
"469","24.145.213.beh","2011-02-11",1297433702,350698,"0001225208-11-005343","xslF345X03/doc4.xml",22179,232,175,"robot"
"470","24.145.213.beh","2011-02-11",1297433681,1314052,"0001140361-11-007718","xslF345X03/doc1.xml",20875,232,175,"robot"
"471","24.145.213.beh","2011-02-11",1297433656,1108236,"0001019056-11-000178","xslF345X03/wright_4.xml",17118,232,175,"robot"
"472","24.145.213.beh","2011-02-11",1297433649,97196,"0001060435-11-000001","xslF345X03/primary_doc.xml",18179,232,175,"robot"
"473","24.145.213.beh","2011-02-11",1297433626,1261734,"0001140361-11-007750","xslF345X03/doc1.xml",32432,232,175,"robot"
"474","24.145.213.beh","2011-02-11",1297433616,786947,"0001209191-11-008280","xslF345X03/doc4a.xml",20002,232,175,"robot"
"475","24.145.213.beh","2011-02-11",1297433608,881890,"0001140361-11-007834","xslF345X03/doc1.xml",18772,232,175,"robot"
"476","173.28.9.jga","2011-02-11",1297432788,1035674,"0001013594-07-000335","xslF345X02/equityfm4-061807_ex.xml",34594,1,1,"human"
"477","78.34.157.ihh","2011-02-11",1297431870,716006,"0001193125-10-058523","d10k.htm",2569788,3,1,"human"
"478","128.174.236.gfa","2011-02-11",1297430635,884144,"0001037389-11-000024","asur.txt",14058,1,1,"human"
"479","35.8.179.gee","2011-02-11",1297430536,1111335,"0000950103-00-000521",".txt",763173,1,1,"human"
"480","173.11.100.eih","2011-02-11",1297430502,102588,"0000102588-11-000004","swhi2011q2.htm",408694,10,9,"human"
"481","72.133.34.gig","2011-02-11",1297430498,1140102,"0001144204-10-019314","v180566_10k.htm",1426781,4,3,"human"
"482","173.11.100.eih","2011-02-11",1297430491,914142,"0001193805-11-000266","e608039_10q-gc.htm",749106,10,9,"human"
"483","173.11.100.eih","2011-02-11",1297430482,1483830,"0001104659-11-006786","a11-5638_110q.htm",1158771,10,9,"human"
"484","173.11.100.eih","2011-02-11",1297430466,1398797,"0001144204-11-007673","v210799_10q.htm",758847,10,9,"human"
"485","173.11.100.eih","2011-02-11",1297430428,1321559,"0001121781-11-000035","jpak10q123110.htm",875228,10,9,"human"
"486","173.11.100.eih","2011-02-11",1297430393,704384,"0001193125-11-032414","d10q.htm",535864,10,9,"human"
"487","72.133.34.gig","2011-02-11",1297430359,1140102,"0001140102-10-000018","ccni10q20100924.htm",595818,4,3,"human"
"488","209.87.254.dif","2011-02-11",1297430105,1262039,"0000950123-11-010915","c11980sc13gza.htm",70950,2,1,"human"
"489","66.31.21.aig","2011-02-11",1297429602,1107694,"0001107694-11-000004","rax991.htm",1046137,6,2,"human"
"490","66.31.21.aig","2011-02-11",1297429594,1107694,"0001107694-11-000004","rax8k.htm",23304,6,2,"human"
"491","66.31.21.aig","2011-02-11",1297429547,1107694,"0001107694-10-000051","raxform10q.htm",1681419,6,2,"human"
"492","66.31.21.aig","2011-02-11",1297429532,1107694,"0001107694-11-000005","rax8k-0211.htm",22024,6,2,"human"
"493","68.209.46.ide","2011-02-11",1297428684,1158780,"0001178913-11-000404","zk1109427.htm",1476951,1,1,"human"
"494","94.101.3.ggf","2011-02-11",1297428678,1267395,"0000950123-11-009816",".txt",2750644,6,2,"human"
"495","94.101.3.ggf","2011-02-11",1297428638,1267395,"0000950123-11-010854","u10595e8vk.htm",18206,6,2,"human"
"496","71.192.162.bdf","2011-02-11",1297428375,1107694,"0001107694-11-000004",".txt",1071224,4,1,"human"
"497","71.192.162.bdf","2011-02-11",1297428123,1107694,"0001107694-11-000004","rax991.htm",1046137,4,1,"human"
"498","71.192.162.bdf","2011-02-11",1297428096,1107694,"0001107694-11-000004","rax8k.htm",23304,4,1,"human"
"499","71.192.162.bdf","2011-02-11",1297428076,1107694,"0001107694-11-000005","rax8k-0211.htm",22024,4,1,"human"
"500","72.226.69.baj","2011-02-11",1297427736,1073404,"0001104659-11-004337",".txt",32785,3,1,"human"
"501","72.226.69.baj","2011-02-11",1297427691,1073404,"0001104659-11-004337","a11-5111_1ex99d1.htm",7391,3,1,"human"
"502","72.226.69.baj","2011-02-11",1297427684,1073404,"0001104659-11-004337","a11-5111_16k.htm",18164,3,1,"human"
"503","76.31.46.hfe","2011-02-11",1297426983,1034563,"0000928475-11-000039",".txt",21023,11,3,"human"
"504","76.31.46.hfe","2011-02-11",1297426931,1034563,"0000928475-11-000039","dynschtota021111.txt",18631,11,3,"human"
"505","76.31.46.hfe","2011-02-11",1297426921,1105055,"0001379895-11-000013","dyn8k.htm",43435,11,3,"human"
"506","76.31.46.hfe","2011-02-11",1297426904,1379895,"0001379895-11-000015","dyn14d9a.htm",115758,11,3,"human"
"507","76.31.46.hfe","2011-02-11",1297426854,1105055,"0001379895-11-000014","slides.htm",59213,11,3,"human"
"508","76.31.46.hfe","2011-02-11",1297426839,1105055,"0001379895-11-000014","dyn8k.htm",43439,11,3,"human"
"509","94.101.3.ggf","2011-02-11",1297426668,1267395,"0000950123-10-103118","u10057e10vq.htm",1266589,6,2,"human"
"510","94.101.3.ggf","2011-02-11",1297426601,1267395,"0000950123-11-009816","u10525exv99w2.htm",1277389,6,2,"human"
"511","94.101.3.ggf","2011-02-11",1297426574,1267395,"0000950123-11-009816","u10525exv99w1.htm",181099,6,2,"human"
"512","24.216.232.dff","2011-02-11",1297426518,914156,"0001104659-10-056004","a10-20633_1ex99d1.htm",102910,1,1,"human"
"513","68.146.120.def","2011-02-11",1297425012,1174922,"0001341004-11-000080","form8-k.htm",32023,6,4,"human"
"514","68.146.120.def","2011-02-11",1297424970,895421,"0000895421-11-000174","wynnresorts3.txt",11366,6,4,"human"
"515","68.146.120.def","2011-02-11",1297424673,1174922,"0001193125-10-250627","d10q.htm",587532,6,4,"human"
"516","68.146.120.def","2011-02-11",1297424656,1174922,"0001341004-11-000473","wr8-k.htm",33852,6,4,"human"
"517","68.146.120.def","2011-02-11",1297424262,1055966,"0001193125-11-032089","dsc13ga.htm",55934,6,4,"human"
"518","190.138.136.ffb","2011-02-11",1297423812,1268236,"0001144204-11-007382","v210787_defa14a.htm",112878,1,1,"human"
"519","194.239.236.fab","2011-02-11",1297422686,1507435,"0001507435-10-000001","xslFormDX01/primary_doc.xml",54325,1,1,"human"
"520","120.28.235.bch","2011-02-11",1297420659,1269127,"0001269127-11-000004","gers8k2711.htm",18436,67,24,"robot"
"521","120.28.235.bch","2011-02-11",1297420651,1269127,"0001269127-11-000004","gers8kex99.htm",30018,67,24,"robot"
"522","141.248.3.jbj","2011-02-11",1297420644,857949,"0001144204-11-007050","v210538_10q.htm",1297189,2,2,"human"
"523","120.28.235.bch","2011-02-11",1297420255,1171032,"0000950138-11-000091","q410sales-pressrelclean.htm",10584,67,24,"robot"
"524","65.197.242.cej","2011-02-11",1297420231,812295,"0000812295-11-000002","onnn2102011.txt",5543,6,4,"human"
"525","65.197.242.cej","2011-02-11",1297420037,1097864,"0001225208-11-005383","xslF345X03/doc4.xml",21085,6,4,"human"
"526","120.28.235.bch","2011-02-11",1297419987,778946,"0001171200-11-000106","i00048_ex99-1.htm",223181,67,24,"robot"
"527","120.28.235.bch","2011-02-11",1297419979,778946,"0001171200-11-000106","i00048_bxg-8k.htm",11536,67,24,"robot"
"528","120.28.235.bch","2011-02-11",1297419951,1319161,"9999999997-11-000776",".paper",290,67,24,"robot"
"529","65.197.242.cej","2011-02-11",1297419909,1097864,"0001225208-11-005382","xslF345X03/doc4.xml",21100,6,4,"human"
"530","98.229.188.ahd","2011-02-11",1297419064,1039280,"0001144204-11-007486","v210817_10q.htm",1663768,7,2,"human"
"531","71.118.247.jhi","2011-02-11",1297418926,1506744,"0001144204-11-007398","v210722_s1a.htm",1784402,2,2,"human"
"532","99.8.112.eff","2011-02-11",1297418353,1800,"0001104659-10-056473","a10-16055_110q.htm",1165855,3,1,"human"
"533","173.20.48.haf","2011-02-11",1297418253,1051470,"0001445305-10-001287","crowncastle10q093010.htm",1673564,1,1,"human"
"534","216.223.242.bjg","2011-02-11",1297418247,1159508,"0000950123-10-092336","f03477e424b5.htm",38211,23,3,"human"
"535","216.223.242.bjg","2011-02-11",1297418227,1159508,"0001193125-10-288190","d424b2.htm",238951,23,3,"human"
"536","216.223.242.bjg","2011-02-11",1297418221,1159508,"0001193125-10-288191","d424b2.htm",132309,23,3,"human"
"537","216.223.242.bjg","2011-02-11",1297418214,1159508,"0001193125-10-288204","d424b2.htm",136923,23,3,"human"
"538","216.223.242.bjg","2011-02-11",1297418204,1159508,"0001193125-10-288207","d424b2.htm",124214,23,3,"human"
"539","216.223.242.bjg","2011-02-11",1297418196,1159508,"0000950103-10-003857","dp20503_424b2-1047b.htm",155696,23,3,"human"
"540","216.223.242.bjg","2011-02-11",1297418190,1159508,"0001193125-10-291292","d424b2.htm",184134,23,3,"human"
"541","216.223.242.bjg","2011-02-11",1297418181,1159508,"0001193125-10-291439","d424b2.htm",295689,23,3,"human"
"542","216.223.242.bjg","2011-02-11",1297418169,1159508,"0001193125-11-005377","dfwp.htm",166298,23,3,"human"
"543","216.223.242.bjg","2011-02-11",1297417799,1159508,"0000950123-10-096511","y87354exv99w1.htm",1349524,23,3,"human"
"544","216.223.242.bjg","2011-02-11",1297417784,1159508,"0000950123-10-096511","y87354exv99w2.htm",9439,23,3,"human"
"545","216.223.242.bjg","2011-02-11",1297417772,1159508,"0000950123-10-096511","y87354e6vk.htm",16386,23,3,"human"
"546","216.223.242.bjg","2011-02-11",1297417756,1159508,"0000950123-10-109236","y88003exv99w1.htm",3711,23,3,"human"
"547","216.223.242.bjg","2011-02-11",1297417735,1159508,"0000950123-10-115704","y88682e6vk.htm",12253,23,3,"human"
"548","216.223.242.bjg","2011-02-11",1297417677,1159508,"0000950123-11-008674","y89417exv99w5.htm",56099,23,3,"human"
"549","216.223.242.bjg","2011-02-11",1297417650,1159508,"0000950123-11-008674","y89417exv99w4.htm",17334,23,3,"human"
"550","216.223.242.bjg","2011-02-11",1297417527,1159508,"0000950123-11-008674","y89417exv99w3.htm",85147,23,3,"human"
"551","216.223.242.bjg","2011-02-11",1297417495,1159508,"0000950123-11-008674","y89417exv99w2.htm",15704,23,3,"human"
"552","216.223.242.bjg","2011-02-11",1297417430,1159508,"0000950123-11-008674","y89417exv99w1.htm",57868,23,3,"human"
"553","216.223.242.bjg","2011-02-11",1297417411,1159508,"0000950123-11-008674","y89417e6vk.htm",14128,23,3,"human"
"554","216.223.242.bjg","2011-02-11",1297417312,1159508,"0000950123-11-008674",".txt",6913849,23,3,"human"
"555","88.117.87.ach","2011-02-11",1297416703,50957,"0000050957-08-000004","fbnproxy2008.htm",2691258,3,1,"human"
"556","88.117.87.ach","2011-02-11",1297416665,50957,"0000050957-08-000004","schedule14a.htm",14379,3,1,"human"
"557","88.117.87.ach","2011-02-11",1297416526,50957,"0000050957-07-000010","def14afiling_dated032607.htm",1203672,3,1,"human"
"558","65.9.185.egd","2011-02-11",1297416490,790070,"0000790070-11-000019","xslF345X03/edgar.xml",18958,7,1,"human"
"559","65.9.185.egd","2011-02-11",1297416477,790070,"0000790070-11-000013","edgar.xml",6240,7,1,"human"
"560","65.9.185.egd","2011-02-11",1297416452,790070,"0000790070-11-000011","edgar.xml",4755,7,1,"human"
"561","65.9.185.egd","2011-02-11",1297416411,790070,"0000790070-11-000011","xslF345X03/edgar.xml",18370,7,1,"human"
"562","65.9.185.egd","2011-02-11",1297416375,790070,"0000790070-11-000021",".txt",6471,7,1,"human"
"563","65.9.185.egd","2011-02-11",1297416335,790070,"0000790070-11-000021","edgar.xml",4742,7,1,"human"
"564","65.9.185.egd","2011-02-11",1297416273,790070,"0000790070-11-000021","xslF345X03/edgar.xml",18767,7,1,"human"
"565","216.223.242.bjg","2011-02-11",1297415630,732712,"0001193125-11-030842","dsctot.htm",58575,23,3,"human"
"566","216.223.242.bjg","2011-02-11",1297415552,78003,"0001193125-11-029179","dsc13d.htm",102728,23,3,"human"
"567","216.223.242.fhc","2011-02-11",1297415357,1283073,"0001013762-11-000291","form13da.htm",32588,23,16,"human"
"568","216.223.242.fhc","2011-02-11",1297415246,741556,"0001193125-11-029199","d10q.htm",399254,23,16,"human"
"569","72.133.34.gig","2011-02-11",1297413837,894081,"0001193125-10-246300","d10q.htm",625573,4,3,"human"
"570","72.133.34.gig","2011-02-11",1297413418,1421561,"0001204459-10-002648","form10q.htm",451766,4,3,"human"
"571","76.66.108.jjh","2011-02-11",1297413409,887150,"0000914208-08-000198","hampshiresc13ga082208.htm",44162,6,1,"human"
"572","76.66.108.jjh","2011-02-11",1297413399,887150,"0000937394-08-000048","hamp_8.txt",8597,6,1,"human"
"573","76.66.108.jjh","2011-02-11",1297413374,887150,"0000937394-09-000036","hamp_9.txt",8589,6,1,"human"
"574","76.66.108.jjh","2011-02-11",1297413352,887150,"0000937394-10-000035","hamp_10.txt",9801,6,1,"human"
"575","76.66.108.jjh","2011-02-11",1297413347,887150,"0000937394-10-000035",".txt",11691,6,1,"human"
"576","76.66.108.jjh","2011-02-11",1297413272,887150,"0000937394-11-000037","hamp_11.txt",9788,6,1,"human"
"577","66.187.233.caa","2011-02-11",1297413006,1108524,"0001193125-10-268895","d10q.htm",1112972,1,1,"human"
"578","64.20.161.iae","2011-02-11",1297412990,357294,"0000950123-11-009827","y89324b5e424b5.htm",665716,10,5,"human"
"579","12.153.26.fbd","2011-02-11",1297412986,1011814,"0001011814-11-000005",".txt",28959,3,2,"human"
"580","12.153.26.fbd","2011-02-11",1297412977,1011814,"0001011814-11-000005","kineticsthirteenfdecten.txt",27552,3,2,"human"
"581","12.153.26.fbd","2011-02-11",1297412891,97517,"0001011814-11-000003","kineticsthirteengtexaspeten.txt",2588,3,2,"human"
"582","64.20.161.iae","2011-02-11",1297412732,357294,"0000950123-11-009829","y89323b5e424b5.htm",939402,10,5,"human"
"583","64.20.161.iae","2011-02-11",1297412614,808064,"0001193125-11-019106","d8k.htm",22170,10,5,"human"
"584","216.223.242.fhc","2011-02-11",1297412551,102909,"0000932471-11-001096","martekbiosciences_amd1.htm",38119,23,16,"human"
"585","64.20.161.iae","2011-02-11",1297412478,1208261,"0000950123-11-011114","c12166e424b5.htm",209276,10,5,"human"
"586","84.196.200.fdi","2011-02-11",1297412457,1430124,"0001391609-11-000036","f8k_alto.htm",18493,1,1,"human"
"587","216.223.242.fhc","2011-02-11",1297412386,1015483,"0001135428-11-000079","dynamex_13g.txt",6003,23,16,"human"
"588","216.223.242.fhc","2011-02-11",1297412360,1015483,"0000902664-11-000260","p11-0295sc13ga.htm",119772,23,16,"human"
"589","64.20.161.iae","2011-02-11",1297412317,921051,"0000946275-11-000043","sc13ga_112910-0084.htm",131362,10,5,"human"
"590","64.20.161.iae","2011-02-11",1297412308,921051,"0001057439-11-000041","thrd10a.txt",3117,10,5,"human"
"591","64.20.161.iae","2011-02-11",1297412275,921051,"0001171843-11-000240","document.htm",6299,10,5,"human"
"592","216.223.242.fhc","2011-02-11",1297411337,1050690,"0000950159-11-000054","mercerdefm14a.htm",1911247,23,16,"human"
"593","216.223.242.fhc","2011-02-11",1297410691,1035675,"0001193125-11-030127","d10k.htm",2244912,23,16,"human"
"594","193.97.107.jfc","2011-02-11",1297410542,758004,"0000950123-11-011959","c62860i4sc13gza.htm",36822,1,1,"human"
"595","120.28.235.bch","2011-02-11",1297410388,1284807,"0001284807-11-000005","form8-k.htm",56191,67,24,"robot"
"596","216.223.242.fhc","2011-02-11",1297410371,1266719,"0000909518-11-000011","mm01-1011harbin_sc13d.htm",276146,23,16,"human"
"597","216.223.242.fhc","2011-02-11",1297410350,1266719,"0001144204-11-007373","v210331_sc-13ga.htm",177612,23,16,"human"
"598","216.223.242.fhc","2011-02-11",1297410345,1266719,"0001144204-11-007373","v210331_ex99-1.htm",13053,23,16,"human"
"599","173.200.100.dda","2011-02-11",1297410283,1379246,"0001104659-11-006505","a11-4284_5fwp.htm",16419,30,25,"human"
"600","173.200.100.dda","2011-02-11",1297410267,1379246,"0001047469-11-000445","a2201714zs-1a.htm",2096652,30,25,"human"
"601","216.223.242.fhc","2011-02-11",1297408937,1068084,"0001193125-11-028283","d8k.htm",21835,23,16,"human"
"602","216.223.242.fhc","2011-02-11",1297408888,1479920,"0001479920-11-000008","tbs8kfiling_021011.htm",23404,23,16,"human"
"603","216.223.242.fhc","2011-02-11",1297408757,1089590,"0001144204-11-007319","v210782_8k.htm",38189,23,16,"human"
"604","202.129.197.dbe","2011-02-11",1297408742,1444279,"0001264931-11-000048","form8-k.htm",19730,143,75,"robot"
"605","216.223.242.fhc","2011-02-11",1297408523,847838,"0000950103-11-000522","dp21112_6k.htm",34258,23,16,"human"
"606","216.223.242.fhc","2011-02-11",1297408495,826683,"0001144204-11-007128","v210724_ex99-1.htm",8767,23,16,"human"
"607","216.223.242.fhc","2011-02-11",1297408473,826683,"0001144204-11-007128","v210724_8k.htm",20720,23,16,"human"
"608","216.223.242.fhc","2011-02-11",1297408404,1159281,"0001086364-11-004216","fivestarqualitycareinc013111.txt",10356,23,16,"human"
"609","216.223.242.fhc","2011-02-11",1297408328,842180,"0001309014-11-000062","htm_5593.htm",228269,23,16,"human"
"610","216.223.242.fhc","2011-02-11",1297408286,842180,"0001309014-11-000059","exhibit1.htm",290721,23,16,"human"
"611","216.223.242.fhc","2011-02-11",1297408283,842180,"0001309014-11-000059","htm_5590.htm",9675,23,16,"human"
"612","216.223.242.fhc","2011-02-11",1297408242,818033,"0000818033-11-000002","appa8020911ex991.htm",13458,23,16,"human"
"613","216.223.242.fhc","2011-02-11",1297408234,818033,"0000818033-11-000002","appa8k020911.htm",27443,23,16,"human"
"614","68.196.251.aea","2011-02-11",1297407904,320193,"0001193125-11-010144","d10q.htm",646636,1,1,"human"
"615","202.129.197.dbe","2011-02-11",1297407855,1137861,"0000950123-11-011801","g26077exv99.htm",152992,143,75,"robot"
"616","202.129.197.dbe","2011-02-11",1297407849,1137861,"0000950123-11-011801","g26077e8vk.htm",24353,143,75,"robot"
"617","202.129.197.dbe","2011-02-11",1297407685,1144980,"0001193125-11-030118","dex991.htm",9401,143,75,"robot"
"618","216.223.242.fhc","2011-02-11",1297407500,1405197,"0001422848-11-000036","edgtlcr.txt",6812,23,16,"human"
"619","202.129.197.dbe","2011-02-11",1297407146,911421,"0000950103-11-000548","dp21145_ex9901.htm",10218,143,75,"robot"
"620","202.129.197.dbe","2011-02-11",1297407141,911421,"0000950103-11-000548","dp21145_8k.htm",31522,143,75,"robot"
"621","202.129.197.dbe","2011-02-11",1297406524,1107694,"0001107694-11-000005","rax99-1.htm",6595,143,75,"robot"
"622","217.153.131.gha","2011-02-11",1297406456,773910,"0001193125-10-037173","d10k.htm",2671383,2,2,"human"
"623","120.28.235.bch","2011-02-11",1297406232,1158463,"0000950123-11-009520","y04457e10vkza.htm",1543413,67,24,"robot"
"624","115.108.68.fca","2011-02-11",1297405768,1485469,"0001193125-10-080548","ds1a.htm",3147569,49,37,"human"
"625","202.129.197.dbe","2011-02-11",1297405529,314606,"0001104659-10-057577","a10-20977_28k.htm",22297,143,75,"robot"
"626","202.129.197.dbe","2011-02-11",1297405264,314606,"0001104659-11-006396","a11-5224_2ex99d1.htm",7258,143,75,"robot"
"627","202.129.197.dbe","2011-02-11",1297405257,314606,"0001104659-11-006396","a11-5224_28k.htm",34993,143,75,"robot"
"628","120.28.235.bch","2011-02-11",1297405226,1034592,"0001193125-10-260577","d10q.htm",1051865,67,24,"robot"
"629","120.28.235.bch","2011-02-11",1297405170,1034592,"0001193125-11-023955","dsc13ga.htm",49863,67,24,"robot"
"630","120.28.235.bch","2011-02-11",1297405092,1034592,"0001193125-11-023950","dsc13ga.htm",51862,67,24,"robot"
"631","120.28.235.bch","2011-02-11",1297405032,1320934,"0001086364-11-003125","internationalcoalgrs123110.txt",11294,67,24,"robot"
"632","120.28.235.bch","2011-02-11",1297404961,1320934,"0001320934-10-000041","frm10-q.htm",1772292,67,24,"robot"
"633","76.31.46.hfe","2011-02-11",1297404919,1105055,"0001379895-11-000004","dyn8k.htm",42714,11,3,"human"
"634","76.31.46.hfe","2011-02-11",1297404892,1379895,"0001379895-11-000006","sc14d9a.htm",50842,11,3,"human"
"635","76.31.46.hfe","2011-02-11",1297404877,1105055,"0001379895-11-000005","pressrelease.htm",20039,11,3,"human"
"636","120.28.235.bch","2011-02-11",1297404869,1133521,"0000906344-11-000041","intlcoal_13g-a1.htm",107831,67,24,"robot"
"637","76.31.46.hfe","2011-02-11",1297404857,1105055,"0001379895-11-000005","dyn8k.htm",42718,11,3,"human"
"638","120.28.235.bch","2011-02-11",1297404817,1330849,"0000950123-10-096801","h77065e10vq.htm",542322,67,24,"robot"
"639","120.28.235.bch","2011-02-11",1297404667,1330849,"0001086364-11-003038","herculesoffshoreinc123110.txt",11259,67,24,"robot"
"640","124.247.238.jbf","2011-02-11",1297404628,1365555,"0001144204-06-046088","filename1.htm",317588,562,150,"robot"
"641","124.247.238.jbf","2011-02-11",1297404569,1365555,"0001144204-06-046086","filename1.htm",23364,562,150,"robot"
"642","120.28.235.bch","2011-02-11",1297404531,1109242,"0000950123-10-103278","v57697e10vq.htm",1117867,67,24,"robot"
"643","120.28.235.bch","2011-02-11",1297404494,1109242,"0001086364-11-003004","hanmifinancialcorp123110.txt",11270,67,24,"robot"
"644","99.238.0.jeh","2011-02-11",1297404463,1414850,"0000950123-11-003595","h04772e6vk.htm",11244,1,1,"human"
"645","124.247.238.jbf","2011-02-11",1297404351,1365555,"0001144204-06-046082","filename1.htm",52729,562,150,"robot"
"646","124.247.238.jbf","2011-02-11",1297404300,1365555,"0001144204-06-046080","filename1.htm",7306,562,150,"robot"
"647","120.28.235.bch","2011-02-11",1297404210,1140028,"0001144204-10-059283","v201343_10q.htm",1226363,67,24,"robot"
"648","120.28.235.bch","2011-02-11",1297404164,1140028,"0001144204-10-043339","v193098_10q.htm",1129589,67,24,"robot"
"649","115.108.68.fca","2011-02-11",1297404097,1088537,"0001144204-06-004041","v034592_10qsb.txt",86853,49,37,"human"
"650","120.28.235.bch","2011-02-11",1297403997,1140028,"0001193805-11-000199","e608006_13da-talon.htm",347499,67,24,"robot"
"651","115.108.68.fca","2011-02-11",1297403911,948426,"0001144204-06-003003","v034059_10qsb.txt",44782,49,37,"human"
"652","120.28.235.bch","2011-02-11",1297403909,1430725,"0001193125-10-211336","d20fa.htm",1644515,67,24,"robot"
"653","120.28.235.bch","2011-02-11",1297403847,1288136,"0001288136-11-000006","gsl020411.txt",12286,67,24,"robot"
"654","124.247.238.jbf","2011-02-11",1297403725,1365555,"0001144204-11-004828",".txt",1337056,562,150,"robot"
"655","124.247.238.jbf","2011-02-11",1297403697,1099358,"0000000000-07-030189","filename1.pdf",416686,562,150,"robot"
"656","120.28.235.bch","2011-02-11",1297403694,912365,"0001017951-10-000209","q_0910.htm",1878215,67,24,"robot"
"657","124.247.238.jbf","2011-02-11",1297403687,1365555,"0001144204-10-013620","v176702_ex23-1.htm",4158,562,150,"robot"
"658","124.247.238.jbf","2011-02-11",1297403570,1365555,"0001144204-10-013620","v176702_10k.htm",4001767,562,150,"robot"
"659","115.108.68.fca","2011-02-11",1297403428,1156041,"0001140361-06-007363","form10qsb.txt",44007,49,37,"human"
"660","115.108.68.fca","2011-02-11",1297403427,1156041,"0001140361-06-007363","form10qsb.txt",44007,49,37,"human"
"661","124.247.238.jbf","2011-02-11",1297403395,1365555,"9999999995-10-002952","xslEFFECTX01/primary_doc.xml",2356,562,150,"robot"
"662","124.247.238.jbf","2011-02-11",1297403368,1164099,"0000000000-10-069006","filename1.pdf",52245,562,150,"robot"
"663","124.247.238.jbf","2011-02-11",1297403350,1164099,"0000000000-10-018383","filename1.pdf",47735,562,150,"robot"
"664","202.129.197.dbe","2011-02-11",1297403300,1077183,"0001144204-11-007238","v210739_ex99-1.htm",15599,143,75,"robot"
"665","202.129.197.dbe","2011-02-11",1297403294,1077183,"0001144204-11-007238","v210739_8-k.htm",36537,143,75,"robot"
"666","124.247.238.jbf","2011-02-11",1297403009,838879,"0000000000-10-067253","filename1.pdf",35752,562,150,"robot"
"667","124.247.238.jbf","2011-02-11",1297402961,838879,"0000950123-10-102730","filename1.htm",12087,562,150,"robot"
"668","124.247.238.jbf","2011-02-11",1297402905,110621,"0000000000-10-067383","filename1.pdf",26997,562,150,"robot"
"669","124.247.238.jbf","2011-02-11",1297402832,23019,"0001047469-05-022699","a2162835zprec14a.htm",231925,562,150,"robot"
"670","124.247.238.jbf","2011-02-11",1297402797,23019,"0000921895-05-001522","prrn14a206369_09092005.htm",104714,562,150,"robot"
"671","124.247.238.jbf","2011-02-11",1297402786,1099358,"0000000000-07-028017","filename1.pdf",31306,562,150,"robot"
"672","124.247.238.jbf","2011-02-11",1297402769,1099358,"0000000000-07-028014","filename1.pdf",36397,562,150,"robot"
"673","124.247.238.jbf","2011-02-11",1297402759,1099358,"0000000000-07-028011","filename1.pdf",34564,562,150,"robot"
"674","202.129.197.dbe","2011-02-11",1297402756,1057058,"0000950123-10-010145","c95417e10vk.htm",1280113,143,75,"robot"
"675","124.247.238.jbf","2011-02-11",1297402745,1099358,"0000000000-07-028010","filename1.pdf",75122,562,150,"robot"
"676","124.247.238.jbf","2011-02-11",1297402726,23019,"0000000000-05-047091","filename1.txt",3309,562,150,"robot"
"677","124.247.238.jbf","2011-02-11",1297402721,1099358,"0000000000-07-028004","filename1.pdf",170703,562,150,"robot"
